Fecha,Ingeniero,Turno,Ciclo,Módulo,TPH,Hum%,Agua kg/t,Agua m3/h,Ácido kg/t,CuT%,CuS%,CO3%,NO3%,CAN mina kg/t,Origen,RAL,P80 real%,P25%,Finos -100# %,Ton turno t,RPM,Ácido m3/h calc,P80 est%,ISG est%,Pérd kgCu/h,Pérd turno kg,Pérd día kg
12/10/2025,Leonardo Barraza,A,85,67,1890,3,23,23,17,0.56,0.23,0.78,0.12,19,stm02,0,67.0,45.0,23.0,0,7,17.462,51.0,37.7,688,0,16511
